Titre,Tonalité,Accords,Degrés,Rythmique,Rythme,Enchainement des accords,Swing,Niveau difficulté,Lien partition,Lien exercice,Lien vidéo explication,Lien téléchargement partition,,Module
Et si tu n'existais pas,LA mineur,"Am, Dm, E, G, C","i, iv, V, VII, III",4/4,Binaire,Normal,NON,3,https://www.soundslice.com/slices/4JlJc/,https://www.soundslice.com/slices/G1TTc/,https://www.soundslice.com/slices/7HTTc/,https://www.soundslice.com/slices/7HTTc/,,1
